,IdeNucleoCEG,NomUsina,NomEmpresa,NomBarramento,DscTipo,DscNivelSegurancaBarragem,IdcClassificacaoBarragens,DscCategoriaRiscoGeral,DscDanoPotencialGeral,DscVersao,NomCampanha,DatInicioCampanha,DatFimCampanha,DatInicioPrazoLegalCampanha,DatFimPrazoLegalCampanha,NomSecundario,DatConclusaoConstrucao,MdaAlturaMacicoTerreno,MdaAlturaMacicoFundacao,MdaComprimento,NumBarramento,DscExisteAcidenteIncidente,QtdAcidenteIncidente,DthCadastro,DthEnvio,DscEnvioPrazoLegal,NomRioEmpreendimento,MdaCapacidadeTotalEmp,DatPrimeiroEnchimento,DscFaseVidaEmpreendimento,QtdBarramentoEmpreendimento,MdaAreaSuperficieReservatorio,NumCnpj,MdaPotenciaImplantacao,PctParticipacaoEmpreendimento,CodCEG,NomFonteEnergia,SigEstadoUsina,DscFaseUsina,DscTipoGeracao,DscTipoFundacao,DscTipoConstrucaoBarragem,DscEstimativaVazaoProjeto,DscCasaForca,DscComprimento,DscIdadeBarragem,DscAltura,DscExisteDeformacao,DscCondicaoEclusa,DscCondicaoDeterioracao,DscPercolacao,DscConfEstruturasAducao,DscConfEstruturaExtravasora,DscExisteDocumentacaoProjeto,DscPossuiTecnicoEstrutura,DscPossuiInspecaoMonitoramento,DscRegraOperDispositivo,DscEmiteRelatorio,DscTamanhoVolumeReservatorio,DscProbabilidadeMorte,DscImpactoAmbiental,DscImpactoSocioEconomico,DscPSBElaborado,DatConclusaoPSB,DscPAEElaborado,DatConclusaoPAE,DscISRRealizada,DatConclusaoISR,DscISERealizada,QtdMunicipioAfetado,MdaVazaoVertedouro,MdaCotaCoroamentoBarramento,NomTipoEstrutural,DscTipoEstrutural,DscEstudoRompimento,DscEnquadraResolucao
228,1999.0,Passo do Meio,Energética campos de cima da serra ltda,Passo do Meio,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,2003-08-01,,30.0,182.04,1,Não,0,2019-01-30 15:11:06,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Rio das antas,27.14,2003-09-01,Operação,1,0.0,4452459000187.0,30000.0,100.0,PCH.PH.RS.001999-2.01,Hidrelétrica,RS,Operação,Pequena Central Hidrelétrica,Rocha alterada dura com tratamento,Concreto Convencional,,"Casa de força associada à barragem por meio de conduto forçado, túnel, etc",Comprimento = 200m,entre 10 e 30 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Médio,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2018-06-28,Aprovado e implantado,2018-09-20,Sim,2018-06-28,Não,0,,,Sem Informação,Sem Informação,,Sim
229,2001.0,Passo Fundo,Engie brasil energia s.a.,Principal,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1971-05-01,,47.0,636.0,3,Não,0,2019-01-15 07:52:22,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Passo fundo,1405.0,1972-02-01,Operação,3,0.0,2474103000119.0,226000.0,100.0,UHE.PH.RS.002001-0.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Barragem/Dique sem Casa de Força associada,Comprimento > 200m,entre 30 e 50 anos,30m = Altura = 60m,Inexistente,Não possui eclusa,Inexistente,Percolação totalmente controlada pelo sistema de drenagem,Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,Projeto básico,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2017-08-31,Aprovado e implantado,2017-12-20,Sim,2018-03-13,Não,0,,,Sem Informação,Sem Informação,,Sim
230,2001.0,Passo Fundo,Engie brasil energia s.a.,1,Dique,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1971-05-01,,13.0,300.0,3,Não,0,2019-01-15 07:52:22,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Passo fundo,1405.0,1972-02-01,Operação,3,0.0,2474103000119.0,226000.0,100.0,UHE.PH.RS.002001-0.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Barragem/Dique sem Casa de Força associada,Comprimento > 200m,entre 30 e 50 anos,Altura = 15m,Inexistente,Não possui eclusa,Inexistente,Percolação totalmente controlada pelo sistema de drenagem,Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,Projeto básico,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2017-08-31,Aprovado e implantado,2017-12-20,Sim,2018-03-13,Não,0,,,Sem Informação,Sem Informação,,Sim
231,2001.0,Passo Fundo,Engie brasil energia s.a.,2,Dique,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1971-05-01,,10.0,330.0,3,Não,0,2019-01-15 07:52:22,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Passo fundo,1405.0,1972-02-01,Operação,3,0.0,2474103000119.0,226000.0,100.0,UHE.PH.RS.002001-0.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Barragem/Dique sem Casa de Força associada,Comprimento > 200m,entre 30 e 50 anos,Altura = 15m,Inexistente,Não possui eclusa,Inexistente,Percolação totalmente controlada pelo sistema de drenagem,Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,Projeto básico,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2017-08-31,Aprovado e implantado,2017-12-20,Sim,2018-03-13,Não,0,,,Sem Informação,Sem Informação,,Sim
232,2003.0,Passo Real,Companhia siderurgica nacional,Passo Real,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1973-03-17,,54.0,3850.0,1,Não,0,2019-01-21 15:12:16,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,3738.61088,1973-03-17,Operação,1,0.0,33042730000104.0,158000.0,46.97,UHE.PH.RS.002003-6.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
233,2003.0,Passo Real,Csn mineração s.a.,Passo Real,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1973-03-17,,54.0,3850.0,1,Não,0,2019-01-21 15:12:16,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,3738.61088,1973-03-17,Operação,1,0.0,8902291000115.0,158000.0,23.29,UHE.PH.RS.002003-6.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
234,2003.0,Passo Real,Elizabeth cimentos s/a,Passo Real,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1973-03-17,,54.0,3850.0,1,Não,0,2019-01-21 15:12:16,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,3738.61088,1973-03-17,Operação,1,0.0,12186380000180.0,158000.0,28.18,UHE.PH.RS.002003-6.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
235,2003.0,Passo Real,Minérios nacional s.a.,Passo Real,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1973-03-17,,54.0,3850.0,1,Não,0,2019-01-21 15:12:16,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,3738.61088,1973-03-17,Operação,1,0.0,9294881000175.0,158000.0,1.56,UHE.PH.RS.002003-6.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
236,2853.0,Toca,Companhia estadual de geração de energia elétrica - ceee-g,Toca,Barragem,Normal,C,Baixo,Baixo,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,2029-11-17,,4.5,68.0,1,Não,0,2019-01-21 14:44:58,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Rio santa cruz,0.01,2029-11-17,Operação,1,0.0,39881421000104.0,1120.0,100.0,CGH.PH.RS.002853-3.01,Hidrelétrica,RS,Operação,Central Geradora Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Alvenaria de Pedra,,"Casa de força associada à barragem por meio de conduto forçado, túnel, etc",Comprimento = 200m,< 5 ou > 50 anos ou sem,Altura = 15m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,Anteprojeto ou Projeto conceitual,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica apenas procedimentos  de inspeção,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Pequeno,Pouco frequente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-11-16,Não,0,,,Sem Informação,Sem Informação,,Não
237,26730.0,Santa Rosa,Companhia estadual de geração de energia elétrica - ceee-g,Santa Rosa,Barragem,Normal,C,Baixo,Baixo,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1955-01-01,,4.0,65.0,1,Não,0,2019-01-21 14:57:30,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Santa rosa,0.065,1955-01-01,Operação,1,0.0,39881421000104.0,1580.0,100.0,PCH.PH.RS.026730-9.01,Hidrelétrica,RS,Operação,Pequena Central Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Alvenaria de Pedra,,"Casa de força associada à barragem por meio de conduto forçado, túnel, etc",Comprimento = 200m,< 5 ou > 50 anos ou sem,Altura = 15m,Inexistente,Não possui eclusa,Inexistente,Percolação totalmente controlada pelo sistema de drenagem,Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,"Estruturas civis e hidroeletromecânicas preparadas para a operação, mas sem  fontes de suprimento de energia de emergência /  canais ou vertedouro  (tipo soleira livre) com erosões ou obstruções, porém sem riscos a estrutura vertente",Projeto básico,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica apenas procedimentos  de inspeção,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Pequeno,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2017-02-07,Não,0,,,Sem Informação,Sem Informação,,Não
238,27012.0,Dona Francisca,Companhia estadual de geração de energia elétrica - ceee-g,Dona Francisca,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,2000-11-15,,51.0,610.0,1,Não,0,2019-01-25 08:55:02,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,335.0,2000-11-15,Operação,1,0.0,39881421000104.0,125000.0,15.0,UHE.PH.RS.027012-1.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Alvenaria de Pedra,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 10 e 30 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto executivo e ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-25,Aprovado e implantado,1900-01-01,Sim,2018-02-06,Não,0,,,Sem Informação,Sem Informação,,Sim
239,27012.0,Dona Francisca,Dona francisca energética s.a.,Dona Francisca,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,2000-11-15,,51.0,610.0,1,Não,0,2019-01-25 08:55:02,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,335.0,2000-11-15,Operação,1,0.0,2832860000117.0,125000.0,85.0,UHE.PH.RS.027012-1.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento,Alvenaria de Pedra,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 10 e 30 anos,30m = Altura = 60m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo","Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto executivo e ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-25,Aprovado e implantado,1900-01-01,Sim,2018-02-06,Não,0,,,Sem Informação,Sem Informação,,Sim
240,27019.0,Itaúba,Companhia siderurgica nacional,Ittaúba,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1978-01-09,,97.0,385.0,1,Não,0,2019-01-21 15:08:34,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,382.896542,1978-04-01,Operação,1,0.0,33042730000104.0,500400.0,36.6,UHE.PH.RS.027019-9.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,Altura > 60m,Inexistente,Não possui eclusa,Inexistente,"Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
241,27019.0,Itaúba,Csn cimentos brasil s.a.,Ittaúba,Barragem,Normal,B,Baixo,Alto,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1978-01-09,,97.0,385.0,1,Não,0,2019-01-21 15:08:34,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Jacuí,382.896542,1978-04-01,Operação,1,0.0,60869336000117.0,500400.0,63.4,UHE.PH.RS.027019-9.01,Hidrelétrica,RS,Operação,Usina Hidrelétrica,Rocha alterada dura com tratamento,Concreto Ciclópico,(Cheia Máxima Provável) ou Decamilenar,Casa de força ao pé da barragem,Comprimento > 200m,entre 30 e 50 anos,Altura > 60m,Inexistente,Não possui eclusa,Inexistente,"Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas",Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,"Projeto ""como construído",Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica procedimentos de inspeção e monitoramento,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Muito grande,Existente ,"S - significativo (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais)","Alto (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2018-08-16,Não,0,,,Sem Informação,Sem Informação,,Sim
242,27405.0,Ijuizinho,Companhia estadual de geração de energia elétrica - ceee-g,Ijuzinho,Barragem,Normal,C,Baixo,Baixo,Versão 1,Campanha 2018/1,2018-11-01,2019-01-31,2018-11-01,2019-01-31,,1950-01-01,,6.5,175.0,1,Não,0,2019-01-21 14:55:32,2019-01-31 00:00:00,Enviado Dentro do Prazo Legal,Ijuizinho,0.056,1950-01-01,Operação,1,0.0,39881421000104.0,1118.0,100.0,PCH.PH.RS.027405-4.01,Hidrelétrica,RS,Operação,Pequena Central Hidrelétrica,Rocha Sã,Alvenaria de Pedra,,"Casa de força associada à barragem por meio de conduto forçado, túnel, etc",Comprimento = 200m,< 5 ou > 50 anos ou sem,Altura = 15m,Existência de trincas e abatimentos  de pequena extensão e impacto nulo,Não possui eclusa,"Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo",Percolação totalmente controlada pelo sistema de drenagem,Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento,Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos,Projeto básico,Possui estrutura organizacional com técnico responsável pela segurança da barragem,Possui e aplica apenas procedimentos  de inspeção,Sim ou Vertedouro tipo soleira livre,Emite regularmente os relatórios,Pequeno,Existente ,Ms - muito significativo (área afetada da barragem apresenta interesse ambiental relevante ou protegida em legislação específica),"Baixo ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação)",Sim,2015-03-26,Não elaborado,1900-01-01,Sim,2017-02-08,Não,0,,,Sem Informação,Sem Informação,,Não
