;IdeNucleoCEG;NomUsina;NomEmpresa;NomBarramento;DscTipo;DscNivelSegurancaBarragem;IdcClassificacaoBarragens;DscCategoriaRiscoGeral;DscDanoPotencialGeral;DscVersao;NomCampanha;DatInicioCampanha;DatFimCampanha;DatInicioPrazoLegalCampanha;DatFimPrazoLegalCampanha;NomSecundario;DatConclusaoConstrucao;MdaAlturaMacicoTerreno;MdaAlturaMacicoFundacao;MdaComprimento;NumBarramento;DscExisteAcidenteIncidente;QtdAcidenteIncidente;DthCadastro;DthEnvio;DscEnvioPrazoLegal;NomRioEmpreendimento;MdaCapacidadeTotalEmp;DatPrimeiroEnchimento;DscFaseVidaEmpreendimento;QtdBarramentoEmpreendimento;MdaAreaSuperficieReservatorio;NumCnpj;MdaPotenciaImplantacao;PctParticipacaoEmpreendimento;CodCEG;NomFonteEnergia;SigEstadoUsina;DscFaseUsina;DscTipoGeracao;DscTipoFundacao;DscTipoConstrucaoBarragem;DscEstimativaVazaoProjeto;DscCasaForca;DscComprimento;DscIdadeBarragem;DscAltura;DscExisteDeformacao;DscCondicaoEclusa;DscCondicaoDeterioracao;DscPercolacao;DscConfEstruturasAducao;DscConfEstruturaExtravasora;DscExisteDocumentacaoProjeto;DscPossuiTecnicoEstrutura;DscPossuiInspecaoMonitoramento;DscRegraOperDispositivo;DscEmiteRelatorio;DscTamanhoVolumeReservatorio;DscProbabilidadeMorte;DscImpactoAmbiental;DscImpactoSocioEconomico;DscPSBElaborado;DatConclusaoPSB;DscPAEElaborado;DatConclusaoPAE;DscISRRealizada;DatConclusaoISR;DscISERealizada;QtdMunicipioAfetado;MdaVazaoVertedouro;MdaCotaCoroamentoBarramento;NomTipoEstrutural;DscTipoEstrutural;DscEstudoRompimento;DscEnquadraResolucao
314;29456.0;Passo São João;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;Margem Esquerda;Barragem;Normal;B;BAIXO;ALTO;Retificação 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Margem Esquerda;2011-08-12;21,5000;21,5000;272,7800;3;Não;0;2020-03-03 14:18:02.077000000;2020-03-03 14:18:43.113000000;Enviado Fora do Prazo Legal;Ijuí;102,400000;2011-08-12;Operação;5;,00;2016507000169.0;77000,00;100,00000;UHE.PH.RS.029456-0.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Terra Homogênea;(Cheia Máxima Provável) ou Decamilenar;Barragem/Dique sem Casa de Força associada;Comprimento > 200m;entre 5 e 10 anos;15m < Altura < 30m;Inexistente;Não possui eclusa;Inexistente;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;"Projeto executivo e ""como construído";Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica procedimentos de inspeção e monitoramento;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Grande;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2017-03-24;Aprovado e implantado;2013-09-20;Sim;2019-11-27;Sim;3;11570,0000;,00;Homogênea;Homogênea;Inexistente;Sim
315;29456.0;Passo São João;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;Dique Direito;Dique;Normal;B;BAIXO;ALTO;Retificação 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Dique direito;2011-08-12;17,3000;17,3000;170,0000;4;Não;0;2020-03-03 14:18:02.077000000;2020-03-03 14:18:43.113000000;Enviado Fora do Prazo Legal;Ijuí;102,400000;2011-08-12;Operação;5;,00;2016507000169.0;77000,00;100,00000;UHE.PH.RS.029456-0.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Terra Homogênea;(Cheia Máxima Provável) ou Decamilenar;Casa de força ao pé da barragem;Comprimento = 200m;entre 5 e 10 anos;15m < Altura < 30m;Inexistente;Não possui eclusa;Inexistente;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;"Projeto executivo e ""como construído";Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica procedimentos de inspeção e monitoramento;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Grande;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2017-03-24;Aprovado e implantado;2013-09-20;Sim;2019-11-27;Sim;3;11570,0000;,00;Homogênea;Homogênea;Inexistente;Sim
316;29456.0;Passo São João;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;Dique Esquerdo;Dique;Normal;B;BAIXO;ALTO;Retificação 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Dique Esquerdo;2011-08-12;11,0000;12,5000;251,0000;5;Não;0;2020-03-03 14:18:02.077000000;2020-03-03 14:18:43.113000000;Enviado Fora do Prazo Legal;Ijuí;102,400000;2011-08-12;Operação;5;,00;2016507000169.0;77000,00;100,00000;UHE.PH.RS.029456-0.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Terra Homogênea;(Cheia Máxima Provável) ou Decamilenar;Casa de força ao pé da barragem;Comprimento > 200m;entre 5 e 10 anos;Altura = 15m;Inexistente;Não possui eclusa;Inexistente;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;"Projeto executivo e ""como construído";Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica procedimentos de inspeção e monitoramento;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Grande;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2017-03-24;Aprovado e implantado;2013-09-20;Sim;2019-11-27;Sim;3;11570,0000;,00;Homogênea;Homogênea;Inexistente;Sim
317;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui I;Barragem;Atenção;B;BAIXO;ALTO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui Regularização;1933-01-01;20,5000;20,5000;223,0000;1;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Concreto Ciclópico;(Cheia Máxima Provável) ou Decamilenar;Barragem/Dique sem Casa de Força associada;Comprimento > 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Inexistente;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Médio;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;312,0000;,00;Gravidade;Gravidade;Articulação entre as empresas realizada;Sim
318;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui I;Barragem;Atenção;B;BAIXO;ALTO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui Regularização;1933-01-01;20,5000;20,5000;223,0000;1;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Concreto Ciclópico;(Cheia Máxima Provável) ou Decamilenar;Barragem/Dique sem Casa de Força associada;Comprimento > 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Inexistente;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Médio;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;312,0000;,00;Gravidade;Gravidade;Plano de trabalho em andamento;Sim
319;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui Captação;Barragem;Atenção;C;BAIXO;BAIXO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui III;1933-01-01;5,0000;5,0000;63,6000;2;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Concreto Ciclópico;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;< 5 ou > 50 anos ou sem;Altura = 15m;Existência de trincas e abatimentos  de pequena extensão e impacto nulo;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;301,0000;,00;Gravidade;Gravidade;Articulação entre as empresas realizada;Sim
320;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui Captação;Barragem;Atenção;C;BAIXO;BAIXO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui III;1933-01-01;5,0000;5,0000;63,6000;2;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Concreto Ciclópico;;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento = 200m;< 5 ou > 50 anos ou sem;Altura = 15m;Existência de trincas e abatimentos  de pequena extensão e impacto nulo;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;301,0000;,00;Gravidade;Gravidade;Plano de trabalho em andamento;Sim
321;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui II;Barragem;Atenção;C;BAIXO;BAIXO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui Auxiliar;1957-06-28;6,0000;6,0000;66,2000;3;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha Sã;Concreto Convencional;;Barragem/Dique sem Casa de Força associada;Comprimento = 200m;< 5 ou > 50 anos ou sem;Altura = 15m;Inexistente;Não possui eclusa;Inexistente;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Anteprojeto ou Projeto conceitual;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;113,0000;,00;Contrafortes;Contrafortes;Articulação entre as empresas realizada;Sim
322;654.0;Capigui;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Capigui II;Barragem;Atenção;C;BAIXO;BAIXO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Capigui Auxiliar;1957-06-28;6,0000;6,0000;66,2000;3;Não;0;2020-02-17 14:13:08.893000000;2020-02-17 14:25:36.303000000;Enviado Dentro do Prazo Legal;Capgui;,027000;1933-01-01;Operação;3;,00;39881421000104.0;4470,00;100,00000;PCH.PH.RS.000654-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha Sã;Concreto Convencional;;Barragem/Dique sem Casa de Força associada;Comprimento = 200m;< 5 ou > 50 anos ou sem;Altura = 15m;Inexistente;Não possui eclusa;Inexistente;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Anteprojeto ou Projeto conceitual;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Pequeno;INEXISTENTE (não existem pessoas permanentes/residentes ou temporárias/transitando na área afetada a  jusante da barragem);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2015-03-25;Aprovado, mas não implantado;2018-12-19;Sim;2019-11-25;Não se aplica;3;113,0000;,00;Contrafortes;Contrafortes;Plano de trabalho em andamento;Sim
323;29071.0;Autódromo;Autódromo Energética S.A;Barragem Autódromo;Barragem;Normal;C;BAIXO;BAIXO;Retificação 2;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Barramento Autódromo;2011-03-15;24,0000;24,0000;270,6000;1;Não;0;2020-03-02 10:15:48.080000000;2020-03-02 10:18:49.203000000;Enviado Dentro do Prazo Legal;Carreiro;3,750000;2011-05-18;Operação;1;,00;7647793000184.0;24000,00;100,00000;PCH.PH.RS.029071-8.01;Hidrelétrica;RS;Operação;Pequena Central Hidrelétrica;Rocha Sã;Concreto rolado;Milenar;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento > 200m;entre 5 e 10 anos;15m < Altura < 30m;Inexistente;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto executivo;Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica procedimentos de inspeção e monitoramento;Sim ou Vertedouro tipo soleira livre;Emite os relatórios sem periodicidade;Pequeno;POUCO FREQUENTE (não existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, mas existe estrada vicinal de uso local);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);INEXISTENTE ( não existem quaisquer instalações e serviços de navegação na área afetada por acidente da barragem);Sim;2018-01-11;Não se aplica;;Sim;2019-12-22;Não se aplica;0;2494,0000;,00;Gravidade;Gravidade;Inexistente;Sim
324;12.0;14 de Julho ;COMPANHIA ENERGÉTICA RIO DAS ANTAS;14 de Julho;Barragem;Normal;B;BAIXO;ALTO;Versão 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;14 de Julho;2008-10-15;42,0000;42,0000;395,0000;1;Não;0;2020-01-14 10:51:17.037000000;2020-02-21 12:31:35.637000000;Enviado Dentro do Prazo Legal;das Antas;92,320000;2008-10-25;Operação;1;,00;4237975000199.0;100000,00;100,00000;UHE.PH.RS.000012-4.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha Sã;Concreto rolado;(Cheia Máxima Provável) ou Decamilenar;Casa de força associada à barragem por meio de conduto forçado, túnel, etc;Comprimento > 200m;entre 10 e 30 anos;30m = Altura = 60m;Inexistente;Não possui eclusa;Inexistente;Percolação totalmente controlada pelo sistema de drenagem;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;"Projeto executivo e ""como construído";Possui estrutura organizacional com técnico responsável pela segurança da barragem;Possui e aplica procedimentos de inspeção e monitoramento;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Grande;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);BAIXO ( existe pequena concentração de instalações residenciais e comerciais, agrícolas, industriais ou de infraestrutura  na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2017-12-21;Aprovado e implantado;2017-12-21;Sim;2019-08-19;Não se aplica;8;16700,0000;,00;Gravidade;Gravidade;Inexistente;Sim
325;324.0;Bugres;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Divisa;Barragem;Atenção;B;BAIXO;ALTO;Versão 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Divisa;1960-08-01;27,5000;27,5000;239,0000;1;Não;0;2020-01-27 10:46:56.657000000;2020-02-11 10:35:24.080000000;Enviado Dentro do Prazo Legal;Santa Cruz;13,800000;1951-01-01;Operação;3;,00;39881421000104.0;17620,00;100,00000;UHE.PH.RS.000324-7.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha alterada dura com tratamento;Concreto Ciclópico;(Cheia Máxima Provável) ou Decamilenar;Barragem/Dique sem Casa de Força associada;Comprimento > 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Existência de trincas e abatimentos  de pequena extensão e impacto nulo;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras estabilizadas e/o monitoradas;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Médio;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);ALTO (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2018-10-29;Sim;2019-12-10;Não se aplica;7;188,0000;,00;Gravidade;Gravidade;Estudos concluídos;Sim
326;324.0;Bugres;Companhia Estadual de Geração de Energia Elétrica - CEEE-G;Blang;Barragem;Atenção;B;BAIXO;ALTO;Versão 1;Campanha-1/2019;2019-11-01;2020-04-20;2019-11-01;2020-03-02;Blang;1956-02-01;19,3000;19,3000;507,0000;2;Não;0;2020-01-27 10:46:56.657000000;2020-02-11 10:35:24.080000000;Enviado Dentro do Prazo Legal;Santa Cruz;13,800000;1951-01-01;Operação;3;,00;39881421000104.0;17620,00;100,00000;UHE.PH.RS.000324-7.01;Hidrelétrica;RS;Operação;Usina Hidrelétrica;Rocha alterada sem tratramento / Rocha alterada fraturada com tratamento;Concreto Ciclópico;(Cheia Máxima Provável) ou Decamilenar;Barragem/Dique sem Casa de Força associada;Comprimento > 200m;< 5 ou > 50 anos ou sem;15m < Altura < 30m;Existência de trincas e abatimentos  de pequena extensão e impacto nulo;Não possui eclusa;Falhas na proteção dos taludes e paramentos, presença de arbustos de pequena extensão e impacto nulo;Umidade ou surgência nas áreas de jusante, paramentos, taludes ou ombreiras sem tratamento ou em fase de diagnóstico;Estruturas civis e disposiivos hidroeletromecanicos  em condições adequadas de manutenção e funcionamento;Estruturas civis e hidroeletromecânicas em pleno funcionamento / canais de aproximação ou de restituição ou vertedouro (tipo soleira livre) desobstruídos;Projeto básico;Possui técnico responsável pela segurança da barragem;Possui e aplica apenas procedimentos  de inspeção;Sim ou Vertedouro tipo soleira livre;Emite regularmente os relatórios;Médio;EXISTENTE (existem pessoas ocupando permanentemente a área afetada a  jusante da barragem, portanto, vidas humanas poderão ser atingidas);S - SIGNIFICATIVO (área afetada da barragem não representa área de interesse ambiental, áreas protegidas em legislação específica ou encontra-se totalmente descaracterizada de suas condições naturais);ALTO (existe grande concentração de  instalações residenciais e comerciais, agrícolas, industriais, de infraestrutura e serviços de lazer e turismo na área afetada da barragem ou instalações portuárias ou serviços de navegação);Sim;2015-03-25;Aprovado, mas não implantado;2018-10-29;Sim;2019-12-10;Não se aplica;7;780,0000;,00;Gravidade;Gravidade;Estudos concluídos;Sim
